Symbol,Price,Change,Direction,Date,Time,Market_Status,Market_Update_Time
FDHB,313.47,-0.04,down,2025-06-04,10:15:09,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:15:09,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:15:11,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:15:11,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:15:59,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:15:59,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:16:01,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:16:01,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:16:05,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:16:05,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:16:07,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:16:07,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:16:12,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:16:12,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
BHL,14.56,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
FDHB,313.47,-0.04,down,2025-06-04,10:19:14,Open,04/06/25 10:15am
FMBCH,904.42,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
ICON,17.95,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
MPICO,19.0,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
NBM,6200.17,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
NBS,355.01,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
NICO,776.39,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
NITL,715.22,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
OMU,2500.03,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
PCL,3999.97,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
STANDARD,9510.01,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
TNM,22.98,0.0,no change,2025-06-04,10:19:14,Open,04/06/25 10:15am
AIRTEL,127.92,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
BHL,14.56,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
FDHB,313.47,-0.04,down,2025-06-04,10:25:37,Open,04/06/25 10:25am
FMBCH,904.42,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
ICON,17.95,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
MPICO,19.0,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NBM,6200.17,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NBS,355.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NICO,776.39,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NITL,715.22,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
OMU,2500.03,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
PCL,3999.97,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
STANDARD,9510.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
TNM,22.98,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
AIRTEL,127.92,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
BHL,14.56,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
FDHB,313.47,-0.04,down,2025-06-04,10:25:37,Open,04/06/25 10:25am
FMBCH,904.42,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
ICON,17.95,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
MPICO,19.0,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NBM,6200.17,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NBS,355.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NICO,776.39,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NITL,715.22,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
OMU,2500.03,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
PCL,3999.97,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
STANDARD,9510.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
TNM,22.98,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
AIRTEL,127.92,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
BHL,14.56,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
FDHB,313.47,-0.04,down,2025-06-04,10:25:37,Open,04/06/25 10:25am
FMBCH,904.42,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
ICON,17.95,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
MPICO,19.0,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NBM,6200.17,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NBS,355.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NICO,776.39,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
NITL,715.22,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
OMU,2500.03,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
PCL,3999.97,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
STANDARD,9510.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
TNM,22.98,0.0,no change,2025-06-04,10:25:37,Open,04/06/25 10:25am
AIRTEL,127.92,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
BHL,14.56,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
FDHB,313.47,-0.04,down,2025-06-04,10:30:38,Open,04/06/25 10:30am
FMBCH,904.42,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
ICON,17.95,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
MPICO,19.0,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
NBM,6200.17,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
NBS,355.01,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
NICO,776.39,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
NITL,715.22,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
OMU,2500.03,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
PCL,3999.97,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
STANDARD,9510.01,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
TNM,22.98,0.0,no change,2025-06-04,10:30:38,Open,04/06/25 10:30am
AIRTEL,127.92,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
BHL,14.56,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
FDHB,313.47,-0.04,down,2025-06-04,10:30:39,Open,04/06/25 10:30am
FMBCH,904.42,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
ICON,17.95,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
MPICO,19.0,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NBM,6200.17,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NBS,355.01,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NICO,776.39,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NITL,715.22,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
OMU,2500.03,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
PCL,3999.97,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
STANDARD,9510.01,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
TNM,22.98,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
AIRTEL,127.92,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
BHL,14.56,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
FDHB,313.47,-0.04,down,2025-06-04,10:30:39,Open,04/06/25 10:30am
FMBCH,904.42,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
ICON,17.95,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
MPICO,19.0,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NBM,6200.17,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NBS,355.01,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NICO,776.39,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
NITL,715.22,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
OMU,2500.03,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
PCL,3999.97,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
STANDARD,9510.01,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
TNM,22.98,0.0,no change,2025-06-04,10:30:39,Open,04/06/25 10:30am
AIRTEL,127.92,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
BHL,14.56,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
FDHB,313.47,-0.04,down,2025-06-04,10:30:40,Open,04/06/25 10:30am
FMBCH,904.42,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
ICON,17.95,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
MPICO,19.0,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
NBM,6200.17,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
NBS,355.01,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
NICO,776.39,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
NITL,715.22,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
OMU,2500.03,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
PCL,3999.97,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
STANDARD,9510.01,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
TNM,22.98,0.0,no change,2025-06-04,10:30:40,Open,04/06/25 10:30am
AIRTEL,127.92,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
BHL,14.56,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
FDHB,313.47,-0.04,down,2025-06-04,10:45:35,Open,04/06/25 10:45am
FMBCH,904.42,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
ICON,17.95,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
MPICO,19.0,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
NBM,6200.17,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
NBS,355.01,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
NICO,776.39,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
NITL,715.22,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
OMU,2500.03,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
PCL,3999.97,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
STANDARD,9510.01,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
TNM,22.98,0.0,no change,2025-06-04,10:45:35,Open,04/06/25 10:45am
AIRTEL,127.92,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
BHL,14.56,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
FDHB,313.47,-0.04,down,2025-06-04,10:45:37,Open,04/06/25 10:45am
FMBCH,904.42,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
ICON,17.95,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
MPICO,19.0,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
NBM,6200.17,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
NBS,355.01,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
NICO,776.39,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
NITL,715.22,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
OMU,2500.03,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
PCL,3999.97,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
STANDARD,9510.01,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
TNM,22.98,0.0,no change,2025-06-04,10:45:37,Open,04/06/25 10:45am
AIRTEL,127.92,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
BHL,14.56,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
FDHB,313.47,-0.04,down,2025-06-04,10:45:40,Open,04/06/25 10:45am
FMBCH,904.42,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
ICON,17.95,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
MPICO,19.0,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
NBM,6200.17,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
NBS,355.01,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
NICO,776.39,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
NITL,715.22,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
OMU,2500.03,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
PCL,3999.97,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
STANDARD,9510.01,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
TNM,22.98,0.0,no change,2025-06-04,10:45:40,Open,04/06/25 10:45am
AIRTEL,127.92,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
BHL,14.56,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
FDHB,313.47,-0.04,down,2025-06-04,10:45:43,Open,04/06/25 10:45am
FMBCH,904.42,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
ICON,17.95,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
MPICO,19.0,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
NBM,6200.17,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
NBS,355.01,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
NICO,776.39,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
NITL,715.22,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
OMU,2500.03,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
PCL,3999.97,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
STANDARD,9510.01,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
TNM,22.98,0.0,no change,2025-06-04,10:45:43,Open,04/06/25 10:45am
AIRTEL,127.92,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
BHL,14.56,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
FDHB,313.47,-0.04,down,2025-06-04,10:46:37,Open,04/06/25 10:45am
FMBCH,904.42,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
ICON,17.95,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
ILLOVO,1791.38,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
MPICO,19.0,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
NBM,6200.17,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
NBS,355.01,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
NICO,776.39,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
NITL,715.22,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
OMU,2500.03,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
PCL,3999.97,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
STANDARD,9510.01,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
SUNBIRD,350.01,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
TNM,22.98,0.0,no change,2025-06-04,10:46:37,Open,04/06/25 10:45am
AIRTEL,127.92,0.0,no change,2025-06-04,10:46:39,Open,04/06/25 10:45am
BHL,14.56,0.0,no change,2025-06-04,10:46:39,Open,04/06/25 10:45am
FDHB,313.47,-0.04,down,2025-06-04,10:46:39,Open,04/06/25 10:45am
FMBCH,904.42,0.0,no change,2025-06-04,10:46:39,Open,04/06/25 10:45am
